step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
233,CASH_OUT,56254.46,0.0,0.0,83925.5,140179.95,0
186,TRANSFER,158740.74,0.0,0.0,915415.85,923999.13,0
353,CASH_OUT,176683.42,0.0,0.0,8471194.71,8647878.12,0
163,CASH_OUT,177712.77,0.0,0.0,3606638.72,3784351.49,0
20,CASH_OUT,323593.53,278879.38,0.0,448646.1,772239.63,0
186,CASH_OUT,147539.0,0.0,0.0,154175.97,301714.97,0
402,TRANSFER,930213.45,22194.0,0.0,849191.96,1779405.41,0
161,CASH_OUT,91988.15,0.0,0.0,150512.53,426330.28,0
353,CASH_OUT,93069.55,0.0,0.0,111945.96,205015.51,0
164,CASH_OUT,244787.74,27802.0,0.0,1436429.9,1681217.64,0
354,CASH_OUT,100822.48,50163.0,0.0,0.0,100822.48,0
371,CASH_OUT,69791.34,0.0,0.0,4418508.13,4488299.47,0
277,CASH_OUT,43377.25,0.0,0.0,178967.75,222345.0,0
163,CASH_OUT,150649.5,0.0,0.0,1548675.42,1805520.98,0
594,CASH_OUT,338807.43,6051.0,0.0,728481.45,1067288.88,0
517,CASH_OUT,445542.01,25697.0,0.0,274200.12,719742.13,0
324,CASH_OUT,20413.28,31442.0,11028.72,3953265.43,3973678.71,0
20,CASH_OUT,209863.63,0.0,0.0,1074429.5,1289125.06,0
350,CASH_OUT,241577.94,0.0,0.0,403847.78,645425.72,0
178,CASH_OUT,120455.99,69734.0,0.0,0.0,120455.99,0
299,CASH_OUT,447375.19,0.0,0.0,535584.09,982959.27,0
356,CASH_OUT,275180.0,0.0,0.0,317831.38,593011.39,0
371,CASH_OUT,46547.28,50673.0,4125.72,0.0,46547.28,0
283,CASH_OUT,115402.02,0.0,0.0,1157340.37,1272742.39,0
230,CASH_OUT,423439.94,99087.0,0.0,141416.3,564856.24,0
227,CASH_OUT,156044.61,2661.0,0.0,1115047.49,1271092.1,0
161,CASH_OUT,458749.78,108222.0,0.0,749539.93,1208289.71,0
373,CASH_OUT,1596.68,0.0,0.0,13808617.29,13810213.97,0
10,TRANSFER,502926.53,0.0,0.0,1262466.37,1957240.0,0
379,CASH_OUT,154485.39,22094.0,0.0,9527233.99,9681719.38,0
205,TRANSFER,493739.04,305.0,0.0,0.0,493739.04,0
402,TRANSFER,470565.97,0.0,0.0,5334891.83,5783749.59,0
205,CASH_OUT,52665.51,135.0,0.0,314119.77,366785.29,0
380,CASH_OUT,70751.15,0.0,0.0,3147090.85,3217842.0,0
10,CASH_OUT,90125.46,10083.0,0.0,1190845.69,1280971.16,0
159,CASH_OUT,185507.25,0.0,0.0,2807934.2,2993441.45,0
232,CASH_OUT,296515.26,450771.0,154255.74,458264.89,754780.15,0
203,TRANSFER,675623.14,99512.0,0.0,0.0,586232.9,0
228,TRANSFER,86348.39,0.0,0.0,731675.76,818024.15,0
140,CASH_OUT,70014.71,22326.0,0.0,0.0,70014.71,0
134,CASH_OUT,127459.17,26110.0,0.0,0.0,127459.17,0
203,CASH_OUT,12914.36,0.0,0.0,909035.54,921949.9,0
156,CASH_OUT,259492.08,50665.0,0.0,85672.02,345164.1,0
261,CASH_OUT,149945.07,11417.0,0.0,107805.95,257751.02,0
349,CASH_OUT,308279.62,0.0,0.0,6722058.25,7530379.56,0
41,CASH_OUT,60001.25,0.0,0.0,222579.06,282580.31,0
332,TRANSFER,475350.6,42458.0,0.0,57530.78,532881.38,0
400,CASH_OUT,173227.15,0.0,0.0,4838141.92,5011369.06,0
227,CASH_OUT,59348.84,0.0,0.0,902225.48,961574.32,0
19,CASH_OUT,9080.63,0.0,0.0,1048568.3,1167244.89,0
188,CASH_OUT,52898.47,209953.28,157054.82,477426.0,784563.49,0
306,CASH_OUT,49630.32,0.0,0.0,4354416.28,4404046.59,0
349,CASH_OUT,199868.81,0.0,0.0,458285.86,658154.67,0
153,CASH_OUT,180229.35,0.0,0.0,1051730.16,1231959.5,0
226,CASH_OUT,340112.62,402844.0,62731.38,712179.54,1052292.16,0
36,CASH_OUT,70585.68,61253.0,0.0,0.0,367757.28,0
301,CASH_OUT,32660.95,0.0,0.0,414815.22,447476.16,0
281,CASH_OUT,81523.84,0.0,0.0,161586.15,243109.99,0
9,CASH_OUT,122742.83,0.0,0.0,324456.93,4120580.18,0
187,CASH_OUT,342027.3,0.0,0.0,1139201.06,1481228.36,0
154,CASH_OUT,156046.48,0.0,0.0,1160664.96,1316711.44,0
159,TRANSFER,129070.02,40540.0,0.0,57781.73,186851.75,0
380,CASH_OUT,16238.13,0.0,0.0,120129.97,136368.1,0
350,TRANSFER,2045606.33,14979.0,0.0,572263.42,2617869.75,0
283,CASH_OUT,153855.53,24193.0,0.0,2165479.14,2319334.67,0
346,CASH_OUT,334135.94,0.0,0.0,2774773.42,3108909.36,0
42,CASH_OUT,204772.72,30545.0,0.0,794914.66,999687.38,0
589,CASH_OUT,269113.51,86808.0,0.0,37292.94,306406.45,0
371,CASH_OUT,276270.11,0.0,0.0,694154.35,970424.46,0
375,TRANSFER,751481.19,0.0,0.0,28594132.52,29345613.71,0
396,CASH_OUT,538358.92,27058.0,0.0,2006124.95,2544483.86,0
502,CASH_OUT,89401.36,0.0,0.0,184795.36,274196.72,0
329,CASH_OUT,439588.75,12007.0,0.0,47330.25,486919.0,0
356,CASH_OUT,43726.0,19077.0,0.0,47151.91,90877.9,0
41,CASH_OUT,355892.76,356108.58,215.83,4701607.92,5057500.68,0
514,CASH_OUT,295739.34,612.0,0.0,0.0,295739.34,0
164,CASH_OUT,92652.79,59857.0,0.0,2845547.77,2938200.56,0
182,CASH_OUT,73432.06,218228.59,144796.53,641015.16,714447.22,0
398,CASH_OUT,120467.66,0.0,0.0,329047.77,449515.44,0
138,TRANSFER,135031.81,34981.0,0.0,0.0,135031.81,0
38,CASH_OUT,68759.23,0.0,0.0,451921.47,520680.7,0
398,CASH_OUT,537553.35,29912.0,0.0,211688.58,749241.93,0
17,CASH_OUT,179907.93,392.0,0.0,3349372.89,3756641.7,0
179,CASH_OUT,334633.55,541.0,0.0,53804.37,388437.91,0
208,CASH_OUT,238758.34,46050.0,0.0,161032.4,169139.84,0
208,CASH_OUT,75486.5,51743.0,0.0,0.0,75486.5,0
142,CASH_OUT,52724.22,0.0,0.0,85928.17,138652.39,0
373,CASH_OUT,218674.44,94509.75,0.0,1017706.41,1236380.85,0
227,CASH_OUT,116572.85,10723.0,0.0,922927.15,1039500.0,0
351,CASH_OUT,27718.72,0.0,0.0,90756.35,118475.08,0
42,CASH_OUT,225293.93,0.0,0.0,2076863.04,2302156.97,0
259,CASH_OUT,40433.25,344.0,0.0,5351363.99,5391797.23,0
284,CASH_OUT,141534.09,0.0,0.0,9860353.12,10001887.2,0
280,CASH_OUT,389232.74,408609.0,19376.26,52309.96,441542.71,0
229,CASH_OUT,51414.36,75368.0,23953.64,17089.67,312270.08,0
327,CASH_OUT,449251.36,557336.0,108084.64,339746.96,788998.32,0
354,CASH_OUT,74778.62,0.0,0.0,848280.09,923058.72,0
188,CASH_OUT,435187.91,0.0,0.0,510727.73,945915.64,0
36,TRANSFER,338870.79,0.0,0.0,3556712.7,3895583.49,0
17,CASH_OUT,145606.28,0.0,0.0,934004.6,1079610.88,0
227,CASH_OUT,358923.94,8452.0,0.0,0.0,358923.94,0
9,CASH_OUT,24514.8,91956.0,67441.2,50008.0,1133087.84,0
41,CASH_OUT,45694.46,303187.0,257492.54,13222.36,58916.81,0
393,CASH_OUT,17819.15,0.0,0.0,3017062.88,3034882.03,0
403,CASH_OUT,96254.29,0.0,0.0,1625970.84,1722225.13,0
595,CASH_OUT,126259.06,0.0,0.0,8205946.44,8332205.5,0
544,CASH_OUT,40045.64,186414.14,146368.5,44763.77,84809.41,0
41,TRANSFER,458130.91,4586.0,0.0,57783.29,515914.2,0
260,CASH_OUT,22448.53,0.0,0.0,358994.36,475974.02,0
322,CASH_OUT,22970.72,20371.0,0.0,0.0,22970.72,0
186,CASH_OUT,69496.11,39559.0,0.0,1849995.44,1919491.55,0
286,CASH_OUT,263647.72,0.0,0.0,4384354.58,4648002.29,0
356,TRANSFER,560165.7,43018.0,0.0,299544.31,859710.01,0
375,CASH_OUT,581974.01,0.0,0.0,1890098.58,2472072.59,0
331,CASH_OUT,1034.76,816.0,0.0,1951064.97,1952099.74,0
258,CASH_OUT,180691.76,57479.0,0.0,168106.67,348798.43,0
332,CASH_OUT,178416.07,31031.0,0.0,1278708.49,1457124.56,0
349,CASH_OUT,247230.74,22510.0,0.0,0.0,247230.74,0
21,TRANSFER,147735.47,0.0,0.0,4347141.81,4724516.82,0
15,CASH_OUT,165968.02,567.0,0.0,0.0,672255.09,0
400,TRANSFER,274472.8,0.0,0.0,878496.78,1152969.59,0
355,CASH_OUT,140000.99,0.0,0.0,170887.59,310888.57,0
306,CASH_OUT,38226.15,0.0,0.0,219073.07,257299.21,0
39,CASH_OUT,459915.2,58351.0,0.0,655551.75,1115466.95,0
187,CASH_OUT,70987.11,2456703.66,2385716.55,75204.67,146191.78,0
382,CASH_OUT,148382.49,0.0,0.0,4870111.06,5018493.55,0
399,CASH_OUT,154936.85,0.0,0.0,289544.49,444481.34,0
350,CASH_OUT,228870.43,110135.0,0.0,348559.83,577430.25,0
13,CASH_OUT,550993.38,11591.0,0.0,0.0,550993.38,0
40,CASH_OUT,12658.64,0.0,0.0,21510.42,34169.05,0
231,CASH_OUT,83240.48,105593.61,22353.14,198759.93,282000.4,0
402,CASH_OUT,159615.84,30092.0,0.0,0.0,159615.84,0
406,CASH_OUT,192418.11,0.0,0.0,2111406.84,2303824.95,0
330,TRANSFER,483801.02,0.0,0.0,510165.14,993966.16,0
332,CASH_OUT,66417.24,774240.0,707822.76,395405.57,461822.81,0
346,CASH_OUT,221917.96,103172.0,0.0,101139.16,323057.12,0
185,CASH_OUT,143342.49,280.0,0.0,5089259.87,5232602.37,0
132,CASH_OUT,171289.52,0.0,0.0,383073.36,554362.88,0
17,CASH_OUT,42327.22,0.0,0.0,149498.8,191826.02,0
163,TRANSFER,45617.22,0.0,0.0,122642.12,168259.34,0
137,CASH_OUT,370590.16,0.0,0.0,4345744.21,4716334.37,0
226,CASH_OUT,416964.5,0.0,0.0,3340149.74,3757114.24,0
309,CASH_OUT,229257.72,478538.0,249280.28,847045.87,1076303.6,0
323,CASH_OUT,174500.78,32303.0,0.0,72498.9,246999.67,0
230,CASH_OUT,282732.69,774.0,0.0,0.0,282732.69,0
137,CASH_OUT,500632.47,110937.0,0.0,14840.91,515473.37,0
138,CASH_OUT,124215.74,12050.0,0.0,1173654.74,1297870.48,0
256,CASH_OUT,438792.46,0.0,0.0,907171.03,1345963.49,0
258,CASH_OUT,130211.58,0.0,0.0,238593.89,368805.47,0
132,CASH_OUT,178902.76,19911.0,0.0,0.0,178902.76,0
257,TRANSFER,1137842.68,31805.0,0.0,0.0,1137842.68,0
305,CASH_OUT,26871.6,315802.0,288930.4,0.0,26871.6,0
404,CASH_OUT,82112.6,0.0,0.0,127482.11,209594.71,0
21,TRANSFER,151745.59,0.0,0.0,270082.54,413958.08,0
234,TRANSFER,762667.93,0.0,0.0,1321084.45,2083752.37,0
186,CASH_OUT,437590.24,38832.0,0.0,211840.65,1170137.75,0
37,TRANSFER,763090.35,21037.0,0.0,23592.0,603460.02,0
322,CASH_OUT,37033.5,0.0,0.0,861421.37,898454.88,0
276,CASH_OUT,234801.61,19607.0,0.0,147026.16,381827.76,0
257,CASH_OUT,241953.14,0.0,0.0,331772.92,573726.07,0
252,TRANSFER,496398.64,0.0,0.0,5140668.4,5637067.04,0
237,CASH_OUT,3695.38,620.0,0.0,0.0,3695.38,0
180,CASH_OUT,436832.01,1372.0,0.0,594145.57,1030977.58,0
14,CASH_OUT,350326.82,317986.39,0.0,407909.04,1494761.38,0
225,CASH_OUT,61334.02,107343.0,46008.98,135959.17,197293.19,0
302,CASH_OUT,351276.65,0.0,0.0,1642348.64,1993625.29,0
374,CASH_OUT,16064.9,2131.0,0.0,216419.68,232484.58,0
153,CASH_OUT,164634.19,0.0,0.0,377620.15,542254.34,0
380,CASH_OUT,103604.54,452.0,0.0,0.0,103604.54,0
209,CASH_OUT,174085.23,0.0,0.0,336024.78,510110.01,0
155,CASH_OUT,311280.3,43835.0,0.0,374174.96,685455.26,0
259,CASH_OUT,96651.79,0.0,0.0,2094941.57,2191593.36,0
323,CASH_OUT,142374.98,0.0,0.0,821217.95,963592.93,0
236,CASH_OUT,280909.92,60097.0,0.0,0.0,280909.92,0
374,CASH_OUT,270071.98,0.0,0.0,414715.93,684787.91,0
33,CASH_OUT,203166.6,0.0,0.0,4207490.02,4410656.62,0
564,CASH_OUT,419.4,784.0,364.6,173279.65,173699.05,0
398,CASH_OUT,121353.36,90338.46,0.0,496147.74,617501.1,0
213,CASH_OUT,126809.28,126776.47,0.0,721228.83,848038.11,0
131,CASH_OUT,58266.42,70389.0,12122.58,718327.83,776594.25,0
574,TRANSFER,166149.42,0.0,0.0,4100951.77,4267101.2,0
164,TRANSFER,39107.04,10393.0,0.0,649440.49,688547.53,0
331,CASH_OUT,208059.14,20037.0,0.0,351831.35,559890.49,0
10,CASH_OUT,72588.12,387929.0,315340.88,561627.55,634215.67,0
401,CASH_OUT,164147.56,0.0,0.0,240490.54,404638.1,0
382,CASH_OUT,102210.78,0.0,0.0,4655332.88,4757543.65,0
40,CASH_OUT,126729.76,129350.0,2620.24,16619.0,138123.22,0
251,CASH_OUT,217561.79,18227.0,0.0,255692.95,473254.74,0
400,CASH_OUT,38809.24,50282.0,11472.76,0.0,38809.24,0
351,CASH_OUT,149441.17,47803.0,0.0,0.0,149441.17,0
130,CASH_OUT,15912.37,52200.0,36287.63,1140816.04,1156728.41,0
10,TRANSFER,383839.57,0.0,0.0,1028145.41,1411984.98,0
139,TRANSFER,847391.16,265970.0,0.0,406453.4,1253844.56,0
358,TRANSFER,204657.54,21031.0,0.0,46800.82,251458.36,0
139,TRANSFER,713801.33,22243.0,0.0,1418478.51,2132279.84,0
403,TRANSFER,1490164.76,59841.0,0.0,2461959.69,3952124.46,0
182,CASH_OUT,57754.39,4062.0,0.0,214610.19,69246.55,0
300,CASH_OUT,359837.77,0.0,0.0,861056.01,1220893.78,0
156,CASH_OUT,9672.32,2648.0,0.0,54639.94,64312.26,0
156,CASH_OUT,248128.51,20492.0,0.0,18381250.53,18629379.04,0
258,CASH_OUT,21531.27,0.0,0.0,150557.43,172088.7,0
299,CASH_OUT,140974.04,0.0,0.0,3260879.78,3401853.82,0
212,TRANSFER,954531.2,0.0,0.0,5802985.26,6757516.46,0
403,CASH_OUT,284118.71,75250.0,0.0,229735.37,513854.08,0
204,TRANSFER,873720.35,2269.0,0.0,136887.36,1010607.71,0
308,CASH_OUT,460214.86,0.0,0.0,1274601.73,1734816.58,0
351,TRANSFER,1373771.96,10288.0,0.0,1721491.65,3095263.61,0
204,CASH_OUT,242356.41,0.0,0.0,823020.52,1065376.94,0
234,CASH_OUT,4213.9,0.0,0.0,3209577.41,3213791.31,0
254,CASH_OUT,244825.15,111.0,0.0,883411.5,1128236.64,0
250,CASH_OUT,110996.0,153.0,0.0,2832348.26,2943344.26,0
8,CASH_OUT,180516.14,141.0,0.0,230250.88,649428.76,0
12,CASH_OUT,155675.57,175.0,0.0,0.0,867294.4,0
403,CASH_OUT,51736.25,29889.0,0.0,140853.92,192590.18,0
34,CASH_OUT,59766.22,0.0,0.0,363732.26,583564.24,0
252,CASH_OUT,60029.44,0.0,0.0,138612.49,198641.94,0
347,TRANSFER,392940.69,18917.0,0.0,0.0,392940.69,0
160,CASH_OUT,6409.37,0.0,0.0,299583.84,305993.21,0
212,CASH_OUT,96527.22,0.0,0.0,207687.38,304214.6,0
490,CASH_OUT,353748.66,2123.0,0.0,0.0,353748.66,0
353,TRANSFER,12856.13,2056.0,0.0,157137.41,169993.53,0
393,CASH_OUT,83639.02,15983.0,0.0,0.0,83639.02,0
255,CASH_OUT,71566.35,0.0,0.0,285635.69,357202.04,0
179,CASH_OUT,89930.48,9700.0,0.0,19954.17,109884.64,0
188,CASH_OUT,55522.1,11414.0,0.0,6824.47,62346.57,0
347,CASH_OUT,520966.33,0.0,0.0,1053529.21,1574495.53,0
189,CASH_OUT,100530.88,20477.0,0.0,1322074.0,1422604.87,0
186,CASH_OUT,113179.73,116452.57,3272.84,392344.84,505524.57,0
259,CASH_OUT,55613.54,3520.0,0.0,446564.26,502177.81,0
133,CASH_OUT,158025.85,0.0,0.0,500097.36,658123.21,0
346,CASH_OUT,62635.36,49786.0,0.0,0.0,62635.36,0
17,CASH_OUT,162966.77,69446.78,0.0,1401097.42,1529089.15,0
276,TRANSFER,539519.69,223.0,0.0,5303.07,544822.76,0
373,CASH_OUT,87112.22,0.0,0.0,145250.48,232362.7,0
277,CASH_OUT,118627.71,0.0,0.0,192155.55,310783.26,0
379,TRANSFER,1712370.7,0.0,0.0,6952664.84,8665035.54,0
230,CASH_OUT,298560.29,17421.0,0.0,26746.59,325306.88,0
395,CASH_OUT,652.02,0.0,0.0,1487369.36,1488021.38,0
16,CASH_OUT,212774.86,311213.0,98438.14,97975.53,310750.39,0
253,CASH_OUT,293897.58,9309.0,0.0,203071.42,496968.99,0
305,CASH_OUT,366930.91,0.0,0.0,3959672.59,4326603.51,0
37,TRANSFER,1590792.49,0.0,0.0,6848853.86,8439646.35,0
398,CASH_OUT,207179.75,0.0,0.0,324690.25,531870.0,0
235,CASH_OUT,226671.05,0.0,0.0,1324267.58,1550938.63,0
299,TRANSFER,3031023.42,0.0,0.0,6737001.09,9768024.51,0
376,CASH_OUT,358157.39,0.0,0.0,482962.66,841120.05,0
302,CASH_OUT,556759.56,50281.0,0.0,529278.19,1086037.74,0
203,TRANSFER,163783.93,0.0,0.0,1004273.09,1168057.02,0
159,TRANSFER,289569.3,0.0,0.0,783072.41,1072641.71,0
284,CASH_OUT,116564.66,0.0,0.0,1883532.84,2000097.49,0
165,TRANSFER,680854.47,100759.0,0.0,1698937.98,2379792.45,0
185,CASH_OUT,142449.78,0.0,0.0,218008.02,360457.8,0
356,CASH_OUT,216774.08,0.0,0.0,1639296.25,1856070.32,0
373,CASH_OUT,333452.29,0.0,0.0,966079.83,1299532.13,0
129,CASH_OUT,487208.12,124523.0,0.0,0.0,487208.12,0
226,CASH_OUT,101097.24,0.0,0.0,341481.53,442578.77,0
303,CASH_OUT,85259.21,29171.0,0.0,34792.03,120051.24,0
20,CASH_OUT,90910.44,17023.0,0.0,1715721.1,1921274.74,0
8,CASH_OUT,565832.05,0.0,0.0,1553839.95,4512194.13,0
204,CASH_OUT,391828.5,0.0,0.0,3291622.33,3683450.82,0
187,TRANSFER,702138.45,64142.38,0.0,1250406.67,2045390.46,0
357,CASH_OUT,271431.61,50183.0,0.0,0.0,271431.61,0
19,CASH_OUT,188469.29,9690.0,0.0,187991.93,688847.59,0
231,CASH_OUT,112951.18,156.0,0.0,0.0,112951.18,0
129,CASH_OUT,172703.35,63805.0,0.0,121151.28,293854.63,0
249,CASH_OUT,133917.14,0.0,0.0,998540.7,1132457.83,0
186,CASH_OUT,266137.13,20036.0,0.0,565551.31,831688.44,0
403,CASH_OUT,95182.96,99257.0,4074.04,370847.84,466030.8,0
179,CASH_OUT,48556.52,0.0,0.0,2584184.15,2632740.66,0
133,CASH_OUT,346627.16,168052.0,0.0,597934.17,944561.32,0
471,TRANSFER,937350.42,0.0,0.0,1236919.23,2174269.65,0
394,CASH_OUT,279269.6,176896.6,0.0,2725530.77,3004800.36,0
336,TRANSFER,5916706.04,8906.67,0.0,51224729.04,57141435.08,0
207,CASH_OUT,84934.02,20937.0,0.0,1045099.34,1130033.37,0
283,CASH_OUT,149444.16,47132.0,0.0,0.0,149444.16,0
179,TRANSFER,174677.46,0.0,0.0,233774.39,408451.85,0
282,CASH_OUT,47575.01,5742.0,0.0,4478774.29,4526349.31,0
225,TRANSFER,1998449.22,49711.0,0.0,0.0,1998449.22,0
235,CASH_OUT,208916.0,0.0,0.0,508312.22,717228.23,0
178,CASH_OUT,12371.55,0.0,0.0,91099.62,103471.17,0
41,CASH_OUT,197843.59,25031.0,0.0,0.0,197843.59,0
376,CASH_OUT,94485.51,0.0,0.0,1637133.4,1731618.91,0
351,CASH_OUT,395670.9,0.0,0.0,6523166.24,6918837.14,0
252,CASH_OUT,148417.98,0.0,0.0,866706.15,1015124.13,0
16,CASH_OUT,331855.08,79933.0,0.0,601140.69,440087.17,0
302,CASH_OUT,18010.6,0.0,0.0,1845297.35,1863307.94,0
278,CASH_OUT,222817.06,0.0,0.0,1371570.5,1594387.56,0
187,CASH_OUT,243770.45,31563.0,0.0,803020.98,1046791.43,0
357,CASH_OUT,211157.72,0.0,0.0,3441102.72,3652260.44,0
282,CASH_OUT,49663.73,0.0,0.0,50334.14,99997.87,0
7,TRANSFER,490783.39,0.0,0.0,632033.35,1912526.2,0
141,CASH_OUT,106088.42,427487.0,321398.58,127525.05,233613.48,0
353,CASH_OUT,271110.09,28930.68,0.0,780556.28,1051666.37,0
305,CASH_OUT,248179.93,144791.64,0.0,4273848.16,4522028.09,0
350,CASH_OUT,76147.76,0.0,0.0,170231.82,246379.59,0
282,CASH_OUT,159278.77,0.0,0.0,1626500.9,1797301.15,0
375,CASH_OUT,26304.36,134266.0,107961.64,638410.09,664714.46,0
16,CASH_OUT,191249.52,1176.0,0.0,618199.48,909950.4,0
141,TRANSFER,9087.31,137209.38,128122.08,4339183.22,4348270.53,0
380,CASH_OUT,229725.52,0.0,0.0,483769.89,713495.4,0
277,CASH_OUT,548037.43,0.0,0.0,3577958.55,4125995.98,0
402,CASH_OUT,300067.8,2716.0,0.0,86796.23,386864.04,0
131,TRANSFER,228377.7,62106.0,0.0,0.0,228377.7,0
204,CASH_OUT,356229.31,0.0,0.0,2317885.14,2674114.45,0
186,CASH_OUT,180932.43,12818.0,0.0,600041.34,962027.19,0
348,TRANSFER,3132360.21,260685.0,0.0,0.0,3132360.21,0
44,CASH_OUT,37403.82,63716.0,26312.18,1014636.43,1254935.83,0
157,CASH_OUT,129849.72,137.0,0.0,0.0,129849.72,0
208,CASH_OUT,169707.97,215280.36,45572.39,4065453.38,4235161.35,0
182,CASH_OUT,767755.17,767755.17,0.0,0.0,767755.17,1
205,CASH_OUT,57172.39,10853.0,0.0,1922573.79,1979746.18,0
164,CASH_OUT,77557.95,0.0,0.0,220417.72,297975.67,0
86,TRANSFER,305817.12,305817.12,0.0,0.0,0.0,1
35,CASH_OUT,208781.38,21786.0,0.0,3180067.51,3388848.89,0
277,CASH_OUT,120938.79,38845.94,0.0,671831.18,792769.97,0
131,CASH_OUT,259843.74,0.0,0.0,1610613.68,2091014.09,0
225,CASH_OUT,116526.6,11459.0,0.0,5460176.51,5576703.11,0
11,CASH_OUT,183247.56,23867.0,0.0,0.0,183247.56,0
40,CASH_OUT,268367.36,37340.22,0.0,602878.62,871245.98,0
257,TRANSFER,1576791.48,102245.0,0.0,1215724.17,2792515.65,0
547,CASH_OUT,27972.51,60825.92,32853.42,267537.7,295510.21,0
203,CASH_OUT,17142.96,0.0,0.0,3124232.01,3141374.97,0
132,CASH_OUT,132263.53,6989.0,0.0,1019291.42,1151554.95,0
177,CASH_OUT,49890.93,4050.0,0.0,0.0,49890.93,0
134,CASH_OUT,311342.91,0.0,0.0,9084157.68,9395500.59,0
420,CASH_OUT,116007.7,20944.0,0.0,0.0,116007.7,0
154,CASH_OUT,247713.22,888.0,0.0,176930.32,424643.54,0
349,CASH_OUT,10005.87,0.0,0.0,24703.45,34709.31,0
165,CASH_OUT,137287.01,0.0,0.0,3926984.71,4064271.72,0
137,TRANSFER,597275.35,315018.0,0.0,0.0,1008415.78,0
228,CASH_OUT,342548.28,247091.0,0.0,217006.46,559554.75,0
130,CASH_OUT,145486.01,130505.0,0.0,1567739.44,1713225.46,0
321,CASH_OUT,151173.37,834.0,0.0,137023.97,288197.34,0
39,CASH_OUT,141395.3,0.0,0.0,224331.62,365726.92,0
134,TRANSFER,419895.48,0.0,0.0,445797.96,865693.44,0
15,CASH_OUT,161276.51,0.0,0.0,1594412.24,1544923.53,0
211,CASH_OUT,100145.12,19047.0,0.0,893336.02,993481.15,0
401,CASH_OUT,14341.12,539.0,0.0,42195.9,56537.02,0
259,CASH_OUT,44565.37,0.0,0.0,839574.3,884139.66,0
131,CASH_OUT,62918.7,0.0,0.0,3471486.51,3534405.21,0
308,CASH_OUT,78890.95,1158.0,0.0,2614485.88,2693376.83,0
37,TRANSFER,1540568.11,7761.0,0.0,0.0,1540568.11,0
236,CASH_OUT,34769.22,0.0,0.0,4787743.76,4822512.98,0
33,CASH_OUT,36638.58,0.0,0.0,372580.06,409218.64,0
44,CASH_OUT,10123.44,3525.0,0.0,27449.58,52712.11,0
44,CASH_OUT,116377.38,574.0,0.0,0.0,116377.38,0
36,CASH_OUT,676485.66,25863.0,0.0,0.0,676485.66,0
253,CASH_OUT,342976.61,0.0,0.0,989946.96,1332923.57,0
181,CASH_OUT,14143.46,0.0,0.0,2232701.37,2246844.84,0
181,CASH_OUT,173928.24,0.0,0.0,18134451.73,18308379.97,0
353,CASH_OUT,313972.66,9245.0,0.0,54410.27,368382.94,0
304,CASH_OUT,209892.45,0.0,0.0,426636.99,636529.44,0
142,TRANSFER,274090.88,23622.0,0.0,297253.29,571344.18,0
329,TRANSFER,195399.49,0.0,0.0,3278755.19,3474154.68,0
644,TRANSFER,269189.68,0.0,0.0,1800767.35,2069957.03,0
163,TRANSFER,385306.92,22742.0,0.0,373106.05,758412.97,0
345,TRANSFER,11006.69,0.0,0.0,27141.31,38148.0,0
326,CASH_OUT,28431.73,0.0,0.0,2313827.57,2342259.3,0
235,CASH_OUT,120037.47,20992.0,0.0,0.0,120037.47,0
19,CASH_OUT,25423.55,10712.0,0.0,0.0,25423.55,0
260,CASH_OUT,202612.35,0.0,0.0,3054154.71,3256767.06,0
163,CASH_OUT,44817.58,64631.0,19813.42,0.0,44817.58,0
165,CASH_OUT,105069.08,988.0,0.0,401059.9,506128.98,0
307,CASH_OUT,24486.71,49230.0,24743.29,0.0,24486.71,0
277,CASH_OUT,197016.67,163686.0,0.0,7321.37,204338.04,0
399,CASH_OUT,149842.88,0.0,0.0,2734916.7,2884759.58,0
47,CASH_OUT,167869.7,0.0,0.0,693109.59,860979.28,0
216,CASH_OUT,111885.18,58404.5,0.0,955338.89,1067224.07,0
379,TRANSFER,1191040.77,0.0,0.0,1621707.11,2812747.88,0
397,CASH_OUT,153145.03,10075.0,0.0,1010514.37,1163659.4,0
133,CASH_OUT,48864.61,0.0,0.0,162032.95,738756.42,0
9,TRANSFER,2805806.23,1944.0,0.0,8138.97,3401863.13,0
158,CASH_OUT,287244.36,268.0,0.0,932873.85,1220118.2,0
209,CASH_OUT,69727.1,0.0,0.0,903230.98,972958.07,0
380,CASH_OUT,34310.01,154876.61,120566.59,577249.91,611559.92,0
160,CASH_OUT,55594.7,0.0,0.0,438702.34,494297.04,0
133,CASH_OUT,46251.71,83015.46,36763.75,3336153.9,3382405.6,0
371,CASH_OUT,230836.63,12613.0,0.0,174757.73,405594.36,0
597,CASH_OUT,60460.76,23238.0,0.0,968689.9,1029150.66,0
226,CASH_OUT,342116.72,265.0,0.0,50051.53,392168.25,0
185,TRANSFER,1707517.98,0.0,0.0,2514092.45,4221610.43,0
306,CASH_OUT,121838.09,17739.0,0.0,37874.36,159712.45,0
183,CASH_OUT,242961.83,74353.24,0.0,26196151.43,26439113.26,0
402,TRANSFER,1511119.02,68135.0,0.0,0.0,1511119.02,0
10,CASH_OUT,319575.31,0.0,0.0,923893.99,1916365.82,0
136,CASH_OUT,185769.22,69191.0,0.0,170688.18,356457.4,0
